customer_id,phone,current_plan,monthly_bill,data_usage_gb,call_count,sms_count,complaints,tenure_months,intl_calls
USR-02552,+44 7574 388492,Standard,30.57,49.1,758,254,5,4,0
USR-02553,+44 7303 461619,Standard,39.87,43.7,849,339,4,21,18
USR-02554,+44 7551 245176,Standard,38.5,43.6,630,135,2,47,1
USR-02555,+44 7527 666518,Basic,18.91,1.7,37,196,1,18,12
USR-02556,+44 7146 650739,Standard,38.98,6.6,169,39,0,8,2
USR-02557,+44 7459 628574,Basic,23.92,4.0,51,171,2,5,2
USR-02558,+44 7607 751543,Standard,33.78,12.5,105,135,2,20,9
USR-02559,+44 7521 512246,Standard,47.57,13.4,202,38,0,13,0
USR-02560,+44 7901 468373,Standard,30.88,7.4,185,106,1,2,5
USR-02561,+44 7727 552411,Standard,33.2,5.8,194,172,1,60,0
USR-02562,+44 7845 584886,Premium,63.86,43.1,335,164,0,17,10
USR-02563,+44 7314 883459,Premium,67.93,41.5,377,154,2,5,0
USR-02564,+44 7854 904376,Unlimited,101.6,317.2,6349,66,0,3,1
USR-02565,+44 7846 381417,Basic,32.13,2.8,51,35,1,54,0
USR-02566,+44 7110 531928,Standard,34.85,8.8,158,69,1,26,1
USR-02567,+44 7439 942126,Standard,32.21,6.2,214,126,0,42,11
USR-02568,+44 7664 835808,Standard,32.19,11.0,61,112,1,9,1
USR-02569,+44 7551 211223,Standard,31.53,11.4,66,126,1,1,1
USR-02570,+44 7758 988312,Premium,73.94,2.0,80,14,1,17,0
USR-02571,+44 7198 229205,Premium,73.82,19.5,255,195,0,7,0
USR-02572,+44 7909 318783,Basic,26.72,17.8,156,153,5,7,5
USR-02573,+44 7229 896852,Standard,45.73,10.1,196,82,0,14,5
USR-02574,+44 7749 371191,Unlimited,86.7,880.3,5760,61,1,15,2
USR-02575,+44 7629 913626,Standard,32.47,7.8,60,185,0,7,3
USR-02576,+44 7927 992939,Basic,21.68,2.3,67,21,2,30,5
USR-02577,+44 7483 131942,Premium,58.09,37.6,166,186,0,8,4
USR-02578,+44 7936 761809,Standard,41.24,53.0,498,128,4,1,12
USR-02579,+44 7567 929207,Standard,31.37,9.3,162,158,0,18,10
USR-02580,+44 7925 274367,Basic,22.59,3.0,26,84,0,6,4
USR-02581,+44 7121 240087,Basic,21.49,2.3,69,146,1,5,15
USR-02582,+44 7510 383254,Basic,24.2,2.2,60,153,1,26,0
USR-02583,+44 7310 822520,Basic,28.98,4.3,66,169,2,8,0
USR-02584,+44 7980 941574,Basic,15.53,9.7,256,308,5,22,2
USR-02585,+44 7832 645710,Standard,35.3,7.1,74,31,1,3,13
USR-02586,+44 7586 805121,Basic,28.15,14.3,192,230,4,28,2
USR-02587,+44 7180 548051,Standard,30.17,22.8,416,277,2,20,9
USR-02588,+44 7615 788169,Basic,29.11,19.9,207,108,5,9,5
USR-02589,+44 7681 156948,Premium,56.64,40.0,309,66,1,1,1
USR-02590,+44 7461 320414,Standard,42.07,5.4,109,169,1,40,0
USR-02591,+44 7615 754175,Standard,44.36,4.7,93,89,0,6,6
USR-02592,+44 7377 826099,Basic,22.91,4.0,36,107,0,36,2
USR-02593,+44 7919 121889,Standard,49.97,46.0,795,201,3,14,10
USR-02594,+44 7709 249759,Standard,30.34,5.7,67,195,1,20,3
USR-02595,+44 7957 301005,Basic,25.94,3.2,29,135,0,60,4
USR-02596,+44 7601 166346,Basic,18.58,3.5,58,59,1,10,6
USR-02597,+44 7935 900801,Standard,36.38,5.6,97,161,1,9,0
USR-02598,+44 7342 528322,Standard,43.57,11.5,111,46,1,44,0
USR-02599,+44 7102 366606,Basic,28.03,2.9,71,57,1,1,2
USR-02600,+44 7841 550988,Basic,34.4,1.8,41,177,0,8,4
USR-02601,+44 7696 146730,Basic,34.87,19.3,177,343,2,11,5
USR-02602,+44 7949 455194,Basic,21.48,3.1,44,55,1,19,1
USR-02603,+44 7842 114728,Standard,36.43,10.0,126,40,0,29,5
USR-02604,+44 7973 493715,Standard,40.24,10.4,201,47,1,4,0
USR-02605,+44 7579 556383,Standard,46.54,11.2,196,130,0,9,0
USR-02606,+44 7404 389103,Standard,45.31,30.7,573,309,4,31,5
USR-02607,+44 7619 648653,Standard,32.98,6.6,110,84,2,10,1
USR-02608,+44 7874 300592,Premium,69.65,39.6,169,37,1,6,3
USR-02609,+44 7777 662860,Unlimited,101.21,646.0,7184,114,0,30,22
USR-02610,+44 7872 361779,Standard,49.38,9.7,169,94,0,3,3
USR-02611,+44 7683 832728,Basic,15.82,13.5,179,306,2,23,0
USR-02612,+44 7518 588437,Unlimited,91.99,818.3,2519,181,0,42,1
USR-02613,+44 7785 396767,Basic,15.45,3.0,78,26,0,22,2
USR-02614,+44 7851 720258,Standard,42.92,6.6,66,72,2,13,1
USR-02615,+44 7930 876849,Basic,31.13,7.8,159,344,4,8,5
USR-02616,+44 7275 389889,Basic,31.27,18.1,251,287,4,1,5
USR-02617,+44 7924 639202,Standard,42.24,59.2,591,195,2,2,11
USR-02618,+44 7659 728317,Basic,22.1,2.8,38,59,0,20,8
USR-02619,+44 7316 186213,Premium,69.64,9.2,49,30,1,7,5
USR-02620,+44 7412 683783,Standard,45.56,12.3,172,55,2,2,13
USR-02621,+44 7523 137797,Basic,15.62,4.4,60,178,2,21,0
USR-02622,+44 7943 577611,Premium,74.46,16.6,160,139,0,10,8
USR-02623,+44 7930 846460,Premium,69.78,44.3,227,160,1,8,1
USR-02624,+44 7288 149860,Premium,66.63,37.3,309,188,0,1,1
USR-02625,+44 7711 838851,Premium,65.32,8.2,58,47,1,51,0
USR-02626,+44 7240 840638,Basic,30.21,13.7,238,271,4,1,0
USR-02627,+44 7822 488173,Premium,67.62,43.9,459,136,1,3,0
USR-02628,+44 7910 725578,Basic,31.91,4.3,23,161,1,16,0
USR-02629,+44 7665 871809,Basic,23.75,1.9,62,182,1,33,11
USR-02630,+44 7804 535588,Premium,59.15,9.2,82,20,2,4,0
USR-02631,+44 7285 474673,Basic,21.97,4.4,49,168,1,6,19
USR-02632,+44 7974 487487,Unlimited,88.49,583.3,5808,36,0,4,1
USR-02633,+44 7971 230772,Standard,32.32,12.9,197,88,0,22,0
USR-02634,+44 7415 172787,Basic,16.45,2.5,78,105,0,8,1
USR-02635,+44 7874 913246,Premium,57.68,33.7,425,142,0,35,5
USR-02636,+44 7476 436073,Standard,48.03,8.0,171,90,0,2,3
USR-02637,+44 7783 328779,Premium,73.26,26.6,410,186,1,60,7
USR-02638,+44 7883 765692,Premium,61.49,36.9,304,119,2,24,2
USR-02639,+44 7432 398810,Standard,37.32,5.8,105,135,1,1,1
USR-02640,+44 7798 114749,Basic,27.26,3.7,77,41,0,1,0
USR-02641,+44 7854 643767,Basic,25.77,2.6,52,135,1,16,0
USR-02642,+44 7211 985585,Basic,26.27,2.2,20,142,0,46,0
USR-02643,+44 7364 173463,Basic,19.23,2.0,75,20,0,40,6
USR-02644,+44 7766 195045,Premium,57.9,19.7,213,189,1,11,1
USR-02645,+44 7122 230211,Standard,30.29,4.9,86,26,1,3,9
USR-02646,+44 7365 977712,Standard,31.94,10.6,237,69,0,1,0
USR-02647,+44 7887 174575,Standard,40.95,13.4,211,93,1,11,0
USR-02648,+44 7827 887646,Premium,61.26,40.6,287,143,2,17,0
USR-02649,+44 7574 719963,Unlimited,86.61,398.8,2426,155,0,44,0
USR-02650,+44 7221 446018,Standard,35.27,6.4,103,31,2,4,13
USR-02651,+44 7811 643448,Standard,31.44,8.8,215,63,1,3,1
USR-02652,+44 7779 439505,Standard,31.11,5.7,168,22,1,2,3
USR-02653,+44 7438 148384,Standard,36.84,10.9,86,33,1,20,4
USR-02654,+44 7457 512943,Standard,47.03,33.7,524,170,4,10,0
USR-02655,+44 7628 206909,Basic,24.65,3.5,76,178,0,60,0
USR-02656,+44 7235 902093,Standard,38.95,4.5,217,117,0,22,5
USR-02657,+44 7549 902429,Basic,30.41,15.8,279,308,4,37,0
USR-02658,+44 7165 879362,Standard,39.31,11.2,237,197,1,23,0
USR-02659,+44 7722 371396,Standard,43.67,13.5,119,196,1,7,0
USR-02660,+44 7711 876554,Basic,18.16,1.6,44,163,0,1,7
USR-02661,+44 7537 575913,Standard,40.43,11.0,218,113,0,1,11
USR-02662,+44 7638 788940,Basic,22.89,2.9,55,138,1,27,0
USR-02663,+44 7109 901563,Premium,70.32,22.8,364,159,2,13,0
USR-02664,+44 7393 566312,Premium,71.88,40.3,476,105,0,32,4
USR-02665,+44 7542 914008,Basic,26.7,1.7,77,65,1,23,4
USR-02666,+44 7392 756575,Basic,23.6,14.8,203,167,3,33,12
USR-02667,+44 7758 787401,Standard,44.68,8.0,217,68,2,12,4
USR-02668,+44 7219 795994,Premium,61.19,17.7,391,64,1,8,0
USR-02669,+44 7858 656737,Unlimited,85.7,79.6,1103,34,0,10,5
USR-02670,+44 7925 799439,Basic,25.42,3.6,58,158,1,3,0
USR-02671,+44 7321 363604,Premium,64.62,38.8,199,34,0,60,4
USR-02672,+44 7768 587683,Basic,33.49,8.7,150,236,2,53,3
USR-02673,+44 7276 876954,Standard,48.76,31.5,703,226,4,36,0
USR-02674,+44 7155 381106,Unlimited,101.51,325.7,4361,66,0,8,3
USR-02675,+44 7168 567980,Unlimited,101.34,710.3,6800,58,0,52,9
USR-02676,+44 7795 781639,Premium,55.78,38.4,122,35,0,35,8
USR-02677,+44 7917 358232,Premium,74.67,38.3,294,32,0,34,1
USR-02678,+44 7907 551698,Standard,46.94,10.5,218,179,0,32,1
USR-02679,+44 7814 497341,Standard,38.12,4.6,68,130,0,15,2
USR-02680,+44 7337 753591,Basic,16.21,3.6,44,128,1,2,0
USR-02681,+44 7329 986961,Unlimited,95.47,885.0,6248,71,0,28,15
USR-02682,+44 7272 374390,Standard,36.04,10.2,194,166,1,4,9
USR-02683,+44 7783 978087,Premium,55.31,43.0,159,71,2,60,0
USR-02684,+44 7534 923198,Basic,22.43,3.5,28,148,1,58,9
USR-02685,+44 7211 421898,Standard,38.43,8.2,167,191,0,8,7
USR-02686,+44 7344 143029,Unlimited,101.04,122.6,1184,40,1,2,2
USR-02687,+44 7272 755042,Standard,46.01,5.5,207,185,0,36,4
USR-02688,+44 7596 725797,Unlimited,94.49,848.5,2590,106,1,6,7
USR-02689,+44 7509 731785,Standard,42.99,30.0,482,385,4,17,0
USR-02690,+44 7907 955670,Basic,29.85,2.3,72,62,0,36,1
USR-02691,+44 7551 507093,Standard,38.77,47.3,455,131,4,7,1
USR-02692,+44 7413 718945,Unlimited,91.05,540.0,6244,168,0,20,6
USR-02693,+44 7602 795029,Premium,72.56,24.5,326,48,0,2,4
USR-02694,+44 7149 283666,Standard,46.83,13.4,177,143,1,4,2
USR-02695,+44 7345 327425,Basic,20.52,4.1,72,102,2,2,9
USR-02696,+44 7553 478206,Basic,30.84,1.8,54,189,2,24,7
USR-02697,+44 7996 789391,Premium,61.7,21.2,453,110,1,43,4
USR-02698,+44 7723 293252,Standard,33.83,12.4,152,22,0,4,14
USR-02699,+44 7317 703614,Unlimited,100.8,151.6,959,13,3,6,9
USR-02700,+44 7500 277419,Standard,39.38,13.2,145,137,1,4,7
USR-02701,+44 7605 431860,Premium,59.91,15.2,278,33,1,8,1
USR-02702,+44 7740 399434,Standard,36.49,10.9,173,87,0,2,6
USR-02703,+44 7520 995627,Unlimited,101.15,461.6,6993,186,2,16,0
USR-02704,+44 7820 289915,Standard,45.44,8.5,192,34,1,8,0
USR-02705,+44 7403 343010,Unlimited,91.89,573.8,4161,112,1,3,2
USR-02706,+44 7674 354539,Basic,22.31,4.1,59,25,1,7,2
USR-02707,+44 7524 747664,Standard,35.9,5.1,102,136,0,9,16
USR-02708,+44 7313 639722,Basic,30.5,3.1,23,173,0,24,0
USR-02709,+44 7886 527191,Premium,59.63,33.3,146,21,2,2,2
USR-02710,+44 7480 816727,Standard,36.24,10.0,96,66,2,43,2
USR-02711,+44 7940 173493,Basic,18.89,2.9,73,84,0,5,0
USR-02712,+44 7577 158058,Standard,35.17,38.9,477,387,4,30,12
USR-02713,+44 7638 462940,Basic,15.36,3.9,31,20,0,4,2
USR-02714,+44 7538 613608,Basic,25.11,16.4,299,158,2,4,2
USR-02715,+44 7538 799532,Standard,48.81,4.8,88,88,0,30,10
USR-02716,+44 7275 848014,Premium,59.43,25.8,356,191,1,35,10
USR-02717,+44 7727 142043,Standard,32.53,10.6,152,49,0,5,1
USR-02718,+44 7762 418102,Basic,30.17,4.2,47,181,1,16,0
USR-02719,+44 7264 739420,Unlimited,101.1,792.5,4962,171,0,39,1
USR-02720,+44 7241 637981,Standard,38.46,8.8,200,143,0,6,3
USR-02721,+44 7729 111399,Basic,18.85,4.0,75,188,1,2,4
USR-02722,+44 7222 340747,Basic,34.37,2.1,23,171,1,4,0
USR-02723,+44 7529 311419,Standard,43.64,9.5,118,126,0,26,6
USR-02724,+44 7927 581520,Standard,34.61,9.0,94,43,0,3,0
USR-02725,+44 7564 539714,Premium,64.49,38.7,125,199,0,31,3
USR-02726,+44 7983 392393,Standard,38.99,12.3,150,170,0,6,10
USR-02727,+44 7780 212953,Unlimited,85.57,843.4,5810,87,1,1,3
USR-02728,+44 7835 775077,Premium,60.2,2.3,46,18,3,6,2
USR-02729,+44 7520 135755,Basic,24.89,3.6,74,92,0,9,0
USR-02730,+44 7750 419954,Basic,22.31,2.0,53,123,2,2,2
USR-02731,+44 7187 583744,Standard,49.66,39.8,767,335,2,1,1
USR-02732,+44 7380 107956,Standard,49.36,52.1,618,126,3,56,10
USR-02733,+44 7559 823309,Standard,40.4,11.8,126,158,2,14,4
USR-02734,+44 7502 159519,Unlimited,86.02,684.5,5769,179,1,10,0
USR-02735,+44 7190 821624,Standard,46.44,55.2,574,210,4,18,6
USR-02736,+44 7530 247283,Standard,30.48,8.3,164,82,0,10,2
USR-02737,+44 7563 979746,Standard,43.6,48.9,851,326,3,5,5
USR-02738,+44 7876 421665,Standard,40.01,7.8,226,133,1,41,10
USR-02739,+44 7488 816658,Premium,63.56,43.2,309,153,2,15,3
USR-02740,+44 7522 911590,Premium,68.76,28.6,427,160,2,14,2
USR-02741,+44 7737 141296,Basic,29.65,4.3,44,184,0,23,1
USR-02742,+44 7619 968644,Basic,22.74,3.1,35,106,1,12,2
USR-02743,+44 7184 913281,Standard,42.08,8.0,217,198,1,18,0
USR-02744,+44 7427 599471,Basic,28.64,3.5,68,35,0,15,10
USR-02745,+44 7695 579630,Premium,71.7,42.3,205,24,0,12,1
USR-02746,+44 7994 461512,Basic,30.18,3.1,50,52,2,24,2
USR-02747,+44 7990 689632,Basic,25.04,1.8,77,64,1,4,4
USR-02748,+44 7885 796491,Premium,55.17,42.2,289,116,2,13,3
USR-02749,+44 7486 799172,Premium,73.99,18.9,135,107,1,6,1
USR-02750,+44 7606 264709,Premium,67.85,37.2,324,165,0,9,0
USR-02751,+44 7852 917117,Premium,62.93,33.5,412,157,2,15,1
USR-02752,+44 7759 859289,Basic,30.78,2.1,78,100,0,6,4
USR-02753,+44 7642 458965,Basic,21.85,3.6,60,73,0,16,6
USR-02754,+44 7574 363214,Premium,65.02,9.2,65,31,0,22,15
USR-02755,+44 7838 628331,Standard,48.95,7.3,188,81,0,1,0
USR-02756,+44 7656 362157,Basic,19.77,3.0,66,174,0,60,1
USR-02757,+44 7299 526859,Premium,55.71,17.7,471,76,0,10,2
USR-02758,+44 7821 193557,Standard,39.96,8.4,192,152,0,22,13
USR-02759,+44 7219 663695,Basic,18.43,4.0,54,45,0,35,5
USR-02760,+44 7484 109703,Premium,74.91,29.0,362,80,2,7,7
USR-02761,+44 7386 597050,Basic,18.41,2.1,61,110,1,20,6
USR-02762,+44 7242 611225,Standard,47.59,46.6,895,324,4,10,4
USR-02763,+44 7837 891293,Basic,32.75,9.7,173,124,5,4,0
USR-02764,+44 7119 201390,Basic,30.6,3.9,78,136,2,5,17
USR-02765,+44 7700 566396,Standard,36.28,10.8,87,155,0,10,1
USR-02766,+44 7890 344144,Basic,23.26,3.1,72,196,2,39,12
USR-02767,+44 7793 839874,Standard,41.8,7.6,138,34,0,7,2
USR-02768,+44 7177 948714,Premium,71.67,38.7,229,43,1,13,0
USR-02769,+44 7681 937261,Basic,21.69,2.8,37,97,1,13,3
USR-02770,+44 7307 155823,Standard,46.33,11.0,229,39,0,22,1
USR-02771,+44 7513 468994,Basic,29.92,2.6,60,199,1,36,8
USR-02772,+44 7731 836747,Premium,72.75,38.6,335,60,0,44,0
USR-02773,+44 7567 349996,Unlimited,104.3,88.0,261,21,1,29,6
USR-02774,+44 7740 679964,Standard,49.89,7.0,190,147,0,33,21
USR-02775,+44 7160 160014,Standard,45.78,4.5,158,138,0,6,3
USR-02776,+44 7194 494951,Basic,33.25,3.9,55,94,2,27,0
USR-02777,+44 7769 629860,Basic,28.31,4.3,72,130,1,10,5
USR-02778,+44 7352 276218,Basic,25.34,3.0,37,65,0,35,1
USR-02779,+44 7272 338418,Basic,15.65,12.0,199,221,4,6,0
USR-02780,+44 7603 278456,Basic,34.14,3.3,67,119,0,14,3
USR-02781,+44 7139 510943,Basic,15.43,20.0,284,196,2,5,4
USR-02782,+44 7112 501504,Standard,33.72,10.4,190,120,1,2,11
USR-02783,+44 7884 328568,Basic,27.03,3.0,34,138,0,10,0
USR-02784,+44 7702 804567,Premium,60.89,18.6,361,133,0,3,0
USR-02785,+44 7823 478952,Standard,46.61,7.7,130,68,0,17,9
USR-02786,+44 7486 534016,Standard,48.6,13.3,115,81,1,2,0
USR-02787,+44 7835 603827,Basic,27.48,2.2,77,147,0,20,8
USR-02788,+44 7707 170013,Standard,40.38,10.8,167,100,0,15,9
USR-02789,+44 7398 789138,Standard,35.24,11.3,119,83,1,2,0
USR-02790,+44 7519 701297,Premium,56.4,41.1,255,163,0,45,1
USR-02791,+44 7369 544501,Premium,63.24,33.8,396,22,0,57,21
USR-02792,+44 7197 528110,Basic,26.52,1.7,63,163,0,6,5
USR-02793,+44 7453 500744,Premium,74.74,43.6,279,47,2,7,4
USR-02794,+44 7627 353296,Standard,49.48,12.1,80,124,0,1,7
USR-02795,+44 7810 753751,Premium,66.43,18.5,150,144,0,24,1
USR-02796,+44 7847 128616,Basic,20.89,2.2,44,156,1,8,3
USR-02797,+44 7518 882299,Unlimited,96.83,772.0,2252,82,0,60,9
USR-02798,+44 7690 968387,Premium,58.53,25.4,250,130,1,19,1
USR-02799,+44 7350 676896,Standard,46.56,11.4,238,140,0,30,6
USR-02800,+44 7471 713260,Standard,31.41,4.7,107,48,2,36,0
USR-02801,+44 7448 691650,Premium,73.04,26.3,274,138,1,54,0
USR-02802,+44 7759 337967,Premium,55.68,9.3,52,21,1,2,2
USR-02803,+44 7487 935861,Standard,36.48,11.1,167,40,1,5,3
USR-02804,+44 7502 924948,Premium,72.81,35.0,268,188,2,5,3
USR-02805,+44 7545 370557,Premium,69.18,31.2,341,159,0,35,3
USR-02806,+44 7928 482580,Basic,22.91,4.4,38,87,0,18,12
USR-02807,+44 7290 589980,Premium,57.21,24.5,330,162,0,16,2
USR-02808,+44 7440 413516,Basic,32.55,3.5,67,155,0,5,2
USR-02809,+44 7988 927904,Premium,73.23,29.7,163,80,1,7,11
USR-02810,+44 7408 378616,Unlimited,86.24,746.1,3908,79,0,7,1
USR-02811,+44 7729 690817,Standard,34.57,4.9,62,126,0,28,3
USR-02812,+44 7492 871252,Unlimited,101.43,645.6,7596,81,0,5,0
USR-02813,+44 7476 357043,Basic,20.89,3.3,28,172,2,60,5
USR-02814,+44 7886 742875,Premium,69.43,22.6,416,142,1,16,1
USR-02815,+44 7885 735004,Standard,33.11,8.4,193,54,0,6,12
USR-02816,+44 7294 149342,Standard,46.05,13.3,69,46,1,2,7
USR-02817,+44 7600 699443,Premium,61.92,43.2,257,197,0,23,12
USR-02818,+44 7697 174581,Standard,38.62,8.8,216,151,1,4,2
USR-02819,+44 7280 759874,Basic,24.71,16.0,173,128,3,24,14
USR-02820,+44 7152 733494,Basic,23.08,2.0,21,85,1,11,10
USR-02821,+44 7823 512058,Standard,35.23,12.6,87,174,0,41,6
USR-02822,+44 7910 401583,Basic,34.16,3.6,31,65,1,14,5
USR-02823,+44 7946 818551,Standard,38.21,7.4,115,181,0,2,0
USR-02824,+44 7881 491514,Standard,44.02,8.3,140,150,1,14,3
USR-02825,+44 7789 419803,Standard,34.31,47.1,702,283,2,4,1
USR-02826,+44 7256 601369,Basic,15.58,10.9,299,253,3,14,4
USR-02827,+44 7367 475423,Standard,34.54,6.1,146,54,1,2,2
USR-02828,+44 7993 647523,Basic,23.64,3.1,68,116,1,7,16
USR-02829,+44 7298 305319,Premium,63.04,37.7,238,111,0,4,1
USR-02830,+44 7544 497352,Basic,19.49,1.7,39,54,2,7,3
USR-02831,+44 7697 574599,Basic,19.79,3.4,32,145,0,34,1
USR-02832,+44 7473 307777,Standard,41.32,11.8,68,90,2,4,2
USR-02833,+44 7625 971818,Premium,56.57,5.1,70,25,2,25,2
USR-02834,+44 7669 912948,Standard,49.5,30.3,421,271,2,10,4
USR-02835,+44 7603 997757,Standard,49.38,10.7,113,170,0,18,11
USR-02836,+44 7479 581124,Standard,48.88,10.1,175,122,0,25,10
USR-02837,+44 7601 911414,Standard,39.67,9.6,151,30,2,33,1
USR-02838,+44 7940 163364,Unlimited,88.04,855.9,4924,184,2,23,3
USR-02839,+44 7980 938256,Premium,61.4,39.0,397,56,0,4,12
USR-02840,+44 7600 885761,Premium,55.81,32.4,424,176,0,60,5
USR-02841,+44 7416 873449,Premium,59.61,18.2,278,125,1,36,2
USR-02842,+44 7508 598952,Premium,61.09,40.0,166,192,0,60,5
USR-02843,+44 7696 160388,Unlimited,94.6,348.0,7162,97,0,34,10
USR-02844,+44 7144 892840,Premium,60.99,20.8,316,86,1,15,2
USR-02845,+44 7654 309198,Unlimited,88.8,863.5,7280,104,0,7,0
USR-02846,+44 7210 101789,Standard,44.13,11.7,113,96,0,6,14
USR-02847,+44 7973 194182,Standard,40.58,12.6,131,149,0,8,3
USR-02848,+44 7904 590350,Standard,32.25,5.9,239,36,0,3,0
USR-02849,+44 7438 672039,Premium,71.81,27.6,182,162,1,6,13
USR-02850,+44 7971 810851,Standard,31.35,5.5,82,150,0,20,0
USR-02851,+44 7345 498477,Premium,57.5,16.0,382,46,0,23,2
USR-02852,+44 7220 146330,Basic,29.93,4.2,61,24,0,4,13
USR-02853,+44 7859 289023,Basic,22.49,3.9,34,92,1,10,5
USR-02854,+44 7510 665372,Premium,73.4,28.3,295,29,1,27,5
USR-02855,+44 7185 221265,Premium,64.08,20.2,448,138,1,60,26
USR-02856,+44 7502 878824,Standard,49.62,12.9,209,112,0,2,1
USR-02857,+44 7540 675636,Standard,31.65,4.7,232,145,1,1,5
USR-02858,+44 7839 465719,Standard,49.94,10.2,138,31,1,6,0
USR-02859,+44 7716 463518,Basic,21.26,3.3,20,74,0,17,4
USR-02860,+44 7368 729655,Basic,23.13,3.6,40,70,0,11,2
USR-02861,+44 7668 140659,Standard,40.94,35.2,514,348,2,12,9
USR-02862,+44 7951 988229,Standard,32.65,10.0,191,198,1,14,0
USR-02863,+44 7758 387646,Premium,74.79,28.8,321,59,1,10,0
USR-02864,+44 7791 411566,Basic,26.98,4.2,44,191,2,3,8
USR-02865,+44 7452 241579,Premium,57.65,3.1,30,10,0,18,1
USR-02866,+44 7701 378829,Premium,69.04,7.5,14,6,1,8,2
USR-02867,+44 7360 778311,Basic,26.81,2.0,67,125,1,15,2
USR-02868,+44 7218 831465,Standard,46.99,6.3,80,115,2,47,6
USR-02869,+44 7403 614680,Premium,66.15,30.5,464,120,0,31,0
USR-02870,+44 7729 421488,Standard,49.9,6.3,213,139,1,9,1
USR-02871,+44 7321 117239,Standard,39.78,10.4,228,132,1,46,10
USR-02872,+44 7201 852100,Basic,17.54,4.0,76,78,1,5,0
USR-02873,+44 7910 312308,Standard,47.99,11.5,202,85,2,22,1
USR-02874,+44 7922 352412,Unlimited,102.43,848.4,3072,90,0,60,8
USR-02875,+44 7566 945052,Standard,49.55,7.4,153,148,1,6,12
USR-02876,+44 7267 800605,Premium,67.08,22.8,373,188,0,35,0
USR-02877,+44 7849 856912,Standard,30.7,27.0,798,246,5,10,13
USR-02878,+44 7637 376367,Premium,69.93,24.3,447,159,1,23,10
USR-02879,+44 7474 481504,Standard,48.95,52.9,819,206,3,4,0
USR-02880,+44 7782 976478,Standard,46.16,27.7,751,160,3,27,7
USR-02881,+44 7550 282064,Standard,31.01,11.8,190,125,0,3,22
USR-02882,+44 7966 862188,Standard,34.61,31.2,467,203,5,31,0
USR-02883,+44 7773 904719,Basic,23.03,1.8,58,67,0,18,2
USR-02884,+44 7921 629537,Unlimited,87.56,390.4,5330,59,1,49,16
USR-02885,+44 7595 689554,Premium,64.04,33.8,286,106,0,23,11
USR-02886,+44 7872 108779,Standard,40.19,6.9,157,104,1,20,0
USR-02887,+44 7976 443385,Standard,35.63,10.2,237,174,0,7,0
USR-02888,+44 7889 962646,Basic,17.99,4.2,56,180,0,19,2
USR-02889,+44 7588 360007,Premium,69.72,18.9,407,164,2,22,6
USR-02890,+44 7935 470372,Premium,65.72,41.0,314,28,2,19,3
USR-02891,+44 7587 870265,Basic,22.66,3.8,34,132,0,8,2
USR-02892,+44 7845 373995,Unlimited,98.08,327.4,5604,95,2,11,7
USR-02893,+44 7174 768418,Premium,66.24,25.2,452,84,2,5,5
USR-02894,+44 7957 650156,Basic,27.7,2.7,46,87,1,19,6
USR-02895,+44 7506 457840,Standard,37.45,9.9,88,148,1,32,12
USR-02896,+44 7960 561952,Premium,69.39,27.2,226,95,0,5,1
USR-02897,+44 7376 917400,Premium,72.67,16.7,333,27,0,9,3
USR-02898,+44 7547 985503,Basic,18.45,10.6,193,257,4,2,2
USR-02899,+44 7161 309207,Standard,33.49,8.4,104,86,1,47,0
USR-02900,+44 7328 516600,Basic,31.48,3.6,47,120,1,20,2
USR-02901,+44 7982 394650,Basic,33.0,1.8,32,39,1,10,3
USR-02902,+44 7913 947894,Standard,42.94,25.0,501,140,3,3,1
USR-02903,+44 7557 705134,Basic,24.46,3.5,55,144,0,60,2
USR-02904,+44 7148 795354,Unlimited,95.44,885.3,5938,145,1,21,1
USR-02905,+44 7365 674789,Basic,28.43,4.0,58,32,0,5,3
USR-02906,+44 7818 239668,Premium,63.15,44.1,430,143,2,6,1
USR-02907,+44 7623 509197,Standard,42.79,7.6,227,173,2,2,0
USR-02908,+44 7831 382415,Standard,47.38,27.9,497,288,3,6,7
USR-02909,+44 7923 741486,Basic,32.9,4.3,26,48,0,28,3
USR-02910,+44 7684 132179,Basic,22.49,3.4,49,66,2,27,0
USR-02911,+44 7941 449502,Standard,43.72,26.3,742,310,2,10,2
USR-02912,+44 7419 669296,Standard,47.35,4.9,100,185,0,11,1
USR-02913,+44 7576 561915,Unlimited,86.78,669.5,4806,45,0,6,15
USR-02914,+44 7162 524439,Unlimited,90.4,679.0,6810,119,2,21,5
USR-02915,+44 7479 826112,Standard,40.55,11.6,171,86,0,16,2
USR-02916,+44 7209 497892,Premium,56.44,30.7,376,187,0,12,3
USR-02917,+44 7125 894919,Standard,32.24,8.6,94,90,0,19,2
USR-02918,+44 7160 835428,Premium,56.42,34.8,413,109,0,9,1
USR-02919,+44 7230 927562,Premium,72.87,23.1,375,122,1,41,5
USR-02920,+44 7837 150310,Basic,15.66,2.7,68,43,1,23,12
USR-02921,+44 7589 348365,Premium,55.98,31.7,209,115,1,7,11
USR-02922,+44 7611 945185,Premium,73.38,43.0,273,48,0,10,3
USR-02923,+44 7866 454803,Standard,44.07,39.6,603,169,2,13,3
USR-02924,+44 7446 976295,Basic,20.74,16.1,242,148,5,5,0
USR-02925,+44 7814 950023,Standard,43.87,9.2,96,162,1,6,4
