client_id,contact_number,current_product,monthly_fee,avg_balance,monthly_transactions,digital_logins,support_tickets,account_age_months,international_transfers
CLT-02358,+33 660 417323,Private Banking,43.96,295701.49,42,47,0,18,5
CLT-02359,+33 665 715476,Checking,4.63,1363.27,44,6,2,55,2
CLT-02360,+33 622 125062,Savings Plus,6.47,26181.29,19,40,1,14,0
CLT-02361,+33 644 805953,Private Banking,47.39,358781.35,66,39,0,5,0
CLT-02362,+33 626 181287,Checking,2.48,7888.73,19,28,2,59,2
CLT-02363,+33 687 423628,Savings Plus,7.04,5508.93,48,12,0,1,0
CLT-02364,+33 680 571202,Checking,0.0,7407.7,27,49,0,13,0
CLT-02365,+33 635 305130,Checking,3.73,7060.34,25,27,2,24,4
CLT-02366,+33 696 243157,Savings Plus,4.6,39326.12,29,49,1,30,1
CLT-02367,+33 637 932812,Premium Account,19.64,26374.89,46,44,2,39,2
CLT-02368,+33 696 452873,Savings Plus,8.66,44174.11,43,37,0,20,0
CLT-02369,+33 639 340462,Premium Account,19.02,50173.11,48,42,1,34,0
CLT-02370,+33 660 944211,Savings Plus,6.22,28467.77,63,13,0,8,0
CLT-02371,+33 675 971440,Premium Account,19.67,94212.23,57,15,0,48,0
CLT-02372,+33 655 605856,Savings Plus,9.45,33448.59,55,20,1,7,4
CLT-02373,+33 616 799420,Private Banking,47.02,4495.3,11,30,1,4,2
CLT-02374,+33 659 578614,Savings Plus,9.71,12723.12,42,18,0,20,0
CLT-02375,+33 693 975206,Checking,4.76,3118.33,25,19,1,1,0
CLT-02376,+33 679 932261,Checking,3.35,7530.92,46,33,0,22,3
CLT-02377,+33 649 366433,Checking,1.12,10367.71,23,35,0,9,6
CLT-02378,+33 618 545424,Savings Plus,8.72,38732.89,64,24,1,7,2
CLT-02379,+33 668 533155,Savings Plus,4.77,18189.65,19,33,0,4,3
CLT-02380,+33 630 973172,Savings Plus,3.04,35321.97,25,6,3,20,1
CLT-02381,+33 640 983016,Savings Plus,9.2,32096.93,43,30,0,6,0
CLT-02382,+33 680 716369,Private Banking,44.58,186474.21,44,24,3,18,1
CLT-02383,+33 691 698251,Private Banking,49.19,217268.06,48,40,1,45,2
CLT-02384,+33 626 381936,Savings Plus,6.44,26272.57,55,41,0,49,1
CLT-02385,+33 650 267474,Premium Account,16.2,27756.48,55,45,2,4,2
CLT-02386,+33 643 577468,Private Banking,43.05,461721.32,29,18,1,87,4
CLT-02387,+33 688 725292,Premium Account,21.84,94711.49,68,24,1,60,0
CLT-02388,+33 626 780818,Checking,3.81,6082.31,14,23,0,3,0
CLT-02389,+33 694 297603,Savings Plus,8.37,33566.56,52,35,3,57,0
CLT-02390,+33 648 485819,Checking,4.95,2201.51,16,30,3,16,0
CLT-02391,+33 694 328248,Checking,3.69,3395.49,12,36,0,2,2
CLT-02392,+33 629 204121,Savings Plus,3.77,20186.68,32,32,0,11,0
CLT-02393,+33 622 661609,Premium Account,18.77,75258.95,62,26,0,9,1
CLT-02394,+33 630 253418,Checking,4.34,11119.89,12,10,3,22,0
CLT-02395,+33 625 463426,Premium Account,16.65,71822.31,48,26,1,25,0
CLT-02396,+33 678 408163,Premium Account,18.36,72930.04,57,8,3,3,0
CLT-02397,+33 671 390025,Checking,0.95,8767.84,37,36,0,55,2
CLT-02398,+33 674 635649,Premium Account,19.89,104417.28,82,44,0,39,5
CLT-02399,+33 627 616061,Savings Plus,5.49,23250.19,23,32,1,44,0
CLT-02400,+33 634 925094,Savings Plus,3.88,23218.73,50,39,1,3,0
CLT-02401,+33 629 296542,Checking,2.36,10290.17,41,54,3,3,0
CLT-02402,+33 670 106744,Savings Plus,8.58,28650.76,29,48,0,1,5
CLT-02403,+33 645 106730,Savings Plus,4.84,44530.19,16,10,0,31,0
CLT-02404,+33 685 841696,Savings Plus,3.1,46375.04,27,44,3,23,1
CLT-02405,+33 624 356573,Savings Plus,6.32,17450.72,57,40,1,18,0
CLT-02406,+33 619 829304,Checking,4.77,9808.18,21,11,3,27,0
CLT-02407,+33 624 490771,Private Banking,44.55,126469.61,46,18,1,30,0
CLT-02408,+33 681 441179,Private Banking,45.62,254156.89,68,59,1,35,0
CLT-02409,+33 678 389687,Savings Plus,8.89,25263.21,22,37,0,62,2
CLT-02410,+33 633 666811,Checking,0.0,7688.1,20,47,0,9,1
CLT-02411,+33 693 455143,Checking,1.47,12819.01,48,36,0,16,1
CLT-02412,+33 658 784501,Checking,3.06,56515.9,143,17,1,8,0
CLT-02413,+33 675 202733,Savings Plus,5.01,43416.48,61,25,1,11,0
CLT-02414,+33 646 181152,Premium Account,16.17,34922.06,58,9,3,5,1
CLT-02415,+33 615 802102,Premium Account,22.13,34039.58,86,24,0,2,3
CLT-02416,+33 664 389315,Savings Plus,4.69,37707.98,54,27,2,11,0
CLT-02417,+33 633 211196,Premium Account,18.46,88677.36,58,11,2,6,0
CLT-02418,+33 631 209511,Premium Account,21.79,65016.04,55,26,0,21,2
CLT-02419,+33 677 370933,Checking,3.44,6414.83,45,5,3,12,0
CLT-02420,+33 628 370327,Checking,2.44,6145.05,26,20,0,35,0
CLT-02421,+33 642 105491,Premium Account,19.58,77623.98,74,55,1,2,0
CLT-02422,+33 650 872159,Private Banking,45.31,346731.19,33,43,1,28,5
CLT-02423,+33 635 851067,Savings Plus,5.04,23292.1,34,22,1,6,3
CLT-02424,+33 616 234304,Checking,2.71,3916.09,28,34,3,20,1
CLT-02425,+33 685 877797,Premium Account,20.28,102098.54,51,21,1,20,2
CLT-02426,+33 690 961455,Checking,0.0,14875.73,22,14,0,1,1
CLT-02427,+33 678 669565,Checking,0.0,13829.9,17,57,1,14,0
CLT-02428,+33 627 947202,Checking,2.46,10989.26,45,26,0,32,0
CLT-02429,+33 675 473085,Private Banking,48.89,446540.71,41,58,0,1,2
CLT-02430,+33 671 431280,Checking,4.11,5773.48,44,49,1,11,0
CLT-02431,+33 670 585146,Checking,1.11,66215.16,108,5,3,37,2
CLT-02432,+33 625 849538,Premium Account,21.21,39035.54,81,17,0,12,0
CLT-02433,+33 659 626099,Checking,0.0,1132.3,16,24,0,68,2
CLT-02434,+33 616 523621,Checking,0.0,83156.06,95,58,1,70,0
CLT-02435,+33 643 590262,Checking,2.07,11719.84,31,32,3,8,2
CLT-02436,+33 643 617991,Checking,0.2,12888.49,29,11,0,14,0
CLT-02437,+33 637 252562,Checking,4.98,6318.09,25,13,0,59,2
CLT-02438,+33 677 843358,Private Banking,45.52,311265.16,36,8,1,35,1
CLT-02439,+33 678 501388,Checking,4.25,10985.88,10,57,0,2,0
CLT-02440,+33 645 133855,Premium Account,21.79,38496.76,25,39,3,14,0
CLT-02441,+33 661 635299,Checking,3.14,11887.69,46,58,2,2,3
CLT-02442,+33 615 583471,Checking,1.07,64326.2,100,34,0,21,2
CLT-02443,+33 687 541262,Premium Account,16.04,102984.7,45,7,3,48,3
CLT-02444,+33 679 118190,Savings Plus,8.28,23881.08,22,20,3,15,0
CLT-02445,+33 657 713919,Savings Plus,3.12,20689.58,63,24,3,20,1
CLT-02446,+33 698 744986,Savings Plus,6.61,45663.38,61,26,2,9,0
CLT-02447,+33 679 945040,Savings Plus,3.06,37792.67,20,32,1,36,0
CLT-02448,+33 668 164787,Checking,3.43,61097.31,69,55,0,10,0
CLT-02449,+33 658 702127,Checking,0.31,8046.3,33,58,0,51,0
CLT-02450,+33 697 728460,Savings Plus,7.22,23978.08,49,13,2,9,0
CLT-02451,+33 614 210440,Checking,4.32,10886.44,16,59,0,3,3
CLT-02452,+33 655 627425,Savings Plus,8.28,25808.3,62,18,1,5,0
CLT-02453,+33 633 199253,Checking,0.0,4708.44,43,58,3,8,0
CLT-02454,+33 658 906383,Savings Plus,3.79,37920.94,46,21,1,35,0
CLT-02455,+33 623 979226,Checking,2.8,5129.34,27,35,0,1,3
CLT-02456,+33 612 860070,Private Banking,46.42,396320.23,38,53,0,15,0
CLT-02457,+33 673 745899,Checking,1.05,55143.98,62,37,1,39,0
CLT-02458,+33 642 660739,Savings Plus,5.67,25007.8,63,31,0,41,2
CLT-02459,+33 671 901835,Premium Account,16.0,98954.45,26,45,3,83,1
CLT-02460,+33 672 712847,Premium Account,16.97,105732.65,69,38,3,15,6
CLT-02461,+33 639 668193,Checking,2.7,9530.58,48,8,0,25,1
CLT-02462,+33 643 102708,Premium Account,16.13,29844.83,81,31,2,9,4
CLT-02463,+33 616 215434,Premium Account,16.69,103590.87,55,32,0,1,1
CLT-02464,+33 617 637524,Checking,0.0,528.73,32,18,0,16,3
CLT-02465,+33 645 336090,Checking,1.72,12341.3,18,51,1,13,4
CLT-02466,+33 625 474619,Premium Account,16.92,49191.95,63,20,1,16,6
CLT-02467,+33 669 641974,Checking,3.18,12766.3,44,53,0,17,4
CLT-02468,+33 650 898846,Checking,0.92,4514.35,30,5,2,27,0
CLT-02469,+33 617 985162,Savings Plus,4.86,49703.8,26,19,2,18,3
CLT-02470,+33 623 549557,Premium Account,16.16,117974.7,87,27,0,28,0
CLT-02471,+33 632 532164,Checking,2.35,70615.62,137,8,1,3,1
CLT-02472,+33 678 488703,Savings Plus,7.79,48891.4,56,6,1,51,5
CLT-02473,+33 657 151877,Savings Plus,7.92,14946.41,19,33,3,48,2
CLT-02474,+33 671 587051,Checking,0.0,3518.57,47,25,1,12,3
CLT-02475,+33 668 589926,Checking,3.14,9043.41,26,12,1,11,0
CLT-02476,+33 668 325736,Savings Plus,5.23,34406.61,35,36,3,2,2
CLT-02477,+33 636 447979,Checking,3.36,12810.51,38,38,0,32,1
CLT-02478,+33 634 581111,Checking,1.44,13513.26,21,57,0,33,3
CLT-02479,+33 636 902562,Checking,0.0,1422.3,20,16,0,37,0
CLT-02480,+33 619 198802,Savings Plus,3.47,47623.97,31,52,1,19,0
CLT-02481,+33 685 130514,Savings Plus,5.25,19950.64,19,58,1,8,3
CLT-02482,+33 674 339200,Savings Plus,3.43,43866.45,45,49,0,9,0
CLT-02483,+33 659 125128,Checking,0.0,12511.7,26,55,0,7,0
CLT-02484,+33 673 676348,Savings Plus,4.02,8371.46,15,15,0,51,0
CLT-02485,+33 643 348433,Checking,1.61,9155.95,36,12,3,2,3
CLT-02486,+33 682 592593,Checking,2.56,520.48,23,35,0,8,1
CLT-02487,+33 624 701854,Checking,0.34,7997.45,23,26,2,1,3
CLT-02488,+33 631 126804,Checking,1.61,702.18,24,45,1,25,5
CLT-02489,+33 633 292916,Savings Plus,9.39,20125.06,17,39,1,12,2
CLT-02490,+33 673 591412,Checking,0.0,6670.45,19,30,0,13,4
CLT-02491,+33 647 422223,Checking,4.23,7497.52,30,37,0,11,0
CLT-02492,+33 644 490710,Savings Plus,5.18,5067.18,42,5,0,5,3
CLT-02493,+33 645 669645,Premium Account,22.0,22786.24,50,59,1,82,1
CLT-02494,+33 627 994290,Checking,3.34,8965.24,30,16,1,57,0
CLT-02495,+33 648 384155,Premium Account,16.81,119319.35,48,28,0,25,1
CLT-02496,+33 623 266616,Savings Plus,6.64,37167.4,23,30,2,5,2
CLT-02497,+33 648 675173,Private Banking,43.45,217631.2,27,17,0,23,1
CLT-02498,+33 633 989786,Checking,4.1,12618.58,25,58,0,28,1
CLT-02499,+33 676 897172,Private Banking,46.47,275353.08,35,49,0,12,0
CLT-02500,+33 646 500961,Savings Plus,8.89,40094.96,64,50,0,42,4
CLT-02501,+33 657 664386,Savings Plus,8.23,36166.5,31,37,0,16,0
CLT-02502,+33 670 123240,Checking,3.24,2038.49,18,38,2,4,0
CLT-02503,+33 613 620437,Private Banking,46.98,224889.67,44,19,1,10,0
CLT-02504,+33 630 610046,Savings Plus,6.39,31675.79,53,39,0,95,0
CLT-02505,+33 631 968373,Savings Plus,9.19,43400.55,21,12,0,45,0
CLT-02506,+33 679 832095,Savings Plus,5.34,47041.98,58,17,0,25,1
CLT-02507,+33 664 555784,Premium Account,17.01,75620.84,85,48,0,9,4
CLT-02508,+33 691 372711,Premium Account,18.11,38761.76,36,12,1,5,2
CLT-02509,+33 684 150353,Private Banking,47.53,488092.4,31,49,3,3,0
CLT-02510,+33 622 425142,Checking,0.45,4058.47,30,27,0,29,0
CLT-02511,+33 640 558750,Savings Plus,6.52,21028.03,56,16,1,3,2
CLT-02512,+33 646 268512,Premium Account,20.79,56003.23,48,58,3,82,0
CLT-02513,+33 615 652516,Checking,1.21,4264.7,49,59,0,18,0
CLT-02514,+33 657 334379,Checking,3.08,13815.82,10,17,0,26,3
CLT-02515,+33 672 970207,Checking,0.96,81609.45,113,46,0,8,1
CLT-02516,+33 687 911068,Premium Account,20.14,68332.49,58,35,0,13,1
CLT-02517,+33 615 343295,Checking,0.0,3253.63,15,42,3,37,1
CLT-02518,+33 653 382017,Private Banking,49.39,259760.18,65,23,0,50,4
CLT-02519,+33 658 109793,Savings Plus,3.37,21037.43,51,5,0,30,0
CLT-02520,+33 627 839528,Checking,0.66,1797.85,37,15,0,1,2
CLT-02521,+33 617 321350,Premium Account,17.55,40611.41,35,53,0,2,6
CLT-02522,+33 683 330795,Checking,3.59,6673.33,13,53,3,79,1
CLT-02523,+33 676 394450,Checking,1.83,10601.14,22,41,0,64,0
CLT-02524,+33 685 298605,Private Banking,48.15,221486.71,27,38,0,10,2
CLT-02525,+33 679 883595,Checking,4.67,9163.04,16,16,2,24,0
CLT-02526,+33 694 256581,Savings Plus,4.05,9866.78,26,41,0,58,0
CLT-02527,+33 698 892439,Premium Account,20.55,30242.79,86,12,3,47,0
CLT-02528,+33 636 883785,Checking,4.21,6463.2,36,5,2,28,0
CLT-02529,+33 624 190357,Savings Plus,6.32,6127.35,67,17,2,13,6
CLT-02530,+33 670 440885,Premium Account,16.28,52880.0,60,35,2,45,0
CLT-02531,+33 610 231365,Premium Account,19.93,103879.48,68,28,0,6,3
CLT-02532,+33 638 498508,Checking,0.4,7840.06,36,37,0,33,1
CLT-02533,+33 692 297610,Premium Account,19.13,47229.91,32,34,1,21,1
CLT-02534,+33 632 576187,Checking,1.09,11164.6,30,35,1,34,0
CLT-02535,+33 637 548135,Checking,1.28,12713.55,35,25,3,12,2
CLT-02536,+33 664 481195,Savings Plus,4.04,48495.37,28,32,1,12,10
CLT-02537,+33 673 362049,Private Banking,48.51,183556.04,38,15,0,14,2
CLT-02538,+33 654 299343,Savings Plus,3.62,11239.73,45,22,3,5,1
CLT-02539,+33 661 739429,Premium Account,16.56,94338.25,68,6,0,5,1
CLT-02540,+33 694 999640,Checking,3.15,13459.93,33,27,1,25,8
CLT-02541,+33 656 658811,Premium Account,17.78,91295.03,41,43,1,17,1
CLT-02542,+33 669 172358,Premium Account,20.1,104970.85,54,57,0,15,1
CLT-02543,+33 690 551173,Premium Account,19.55,77745.36,80,7,3,66,4
CLT-02544,+33 686 400624,Checking,0.0,9501.09,45,48,0,8,0
CLT-02545,+33 646 628280,Private Banking,49.33,479376.22,53,40,0,55,0
CLT-02546,+33 642 960920,Checking,2.94,2172.53,16,39,0,22,1
CLT-02547,+33 619 784370,Checking,3.08,3320.33,15,27,0,4,0
CLT-02548,+33 689 693689,Savings Plus,5.5,35078.73,27,6,0,2,0
CLT-02549,+33 620 680409,Checking,0.0,7108.52,31,46,0,53,2
CLT-02550,+33 643 370862,Checking,0.0,10826.05,23,9,0,40,5
CLT-02551,+33 684 168157,Savings Plus,6.58,33421.56,58,20,3,52,2
CLT-02552,+33 690 684440,Premium Account,18.03,59501.1,70,15,1,53,0
CLT-02553,+33 647 413965,Savings Plus,3.48,22935.72,22,32,3,9,2
CLT-02554,+33 629 747719,Checking,1.73,3839.21,16,31,0,53,2
CLT-02555,+33 683 994429,Private Banking,44.22,433006.74,37,51,2,17,0
CLT-02556,+33 695 130461,Premium Account,19.22,86536.59,28,10,0,3,0
CLT-02557,+33 658 576614,Savings Plus,6.35,11650.78,61,40,1,11,5
CLT-02558,+33 652 345092,Premium Account,18.48,50616.61,84,22,0,5,3
CLT-02559,+33 641 522729,Savings Plus,3.67,8778.0,48,26,1,19,1
CLT-02560,+33 694 565927,Checking,2.74,6582.9,19,50,0,4,3
CLT-02561,+33 697 408879,Premium Account,20.96,103592.83,56,53,1,11,4
CLT-02562,+33 624 211404,Checking,4.01,10093.09,40,23,0,22,2
CLT-02563,+33 684 484209,Savings Plus,9.2,28626.24,36,26,1,66,1
CLT-02564,+33 620 762668,Savings Plus,5.17,27503.49,40,19,0,22,0
CLT-02565,+33 653 636872,Savings Plus,8.41,11434.99,30,7,3,6,4
CLT-02566,+33 632 979566,Checking,0.0,12509.22,14,19,1,4,1
CLT-02567,+33 657 400862,Premium Account,20.63,24661.67,63,46,0,20,0
CLT-02568,+33 671 376991,Private Banking,45.62,192951.58,25,21,0,11,0
CLT-02569,+33 680 712948,Premium Account,17.98,71426.86,89,6,0,19,2
CLT-02570,+33 680 695557,Checking,2.71,13562.62,41,45,3,23,1
CLT-02571,+33 653 587010,Checking,0.0,7351.51,14,19,2,19,0
CLT-02572,+33 658 528303,Checking,4.87,1466.78,21,38,3,18,2
CLT-02573,+33 667 227426,Savings Plus,3.76,15529.27,48,36,0,29,4
CLT-02574,+33 690 459695,Checking,3.89,12823.4,30,9,0,4,1
CLT-02575,+33 643 790998,Checking,2.5,13376.25,20,57,0,11,3
CLT-02576,+33 652 522105,Savings Plus,3.72,49732.54,58,51,0,91,1
CLT-02577,+33 666 674226,Checking,1.37,5177.18,37,45,0,1,0
CLT-02578,+33 680 728109,Savings Plus,8.95,11259.09,56,57,2,1,5
CLT-02579,+33 632 937811,Checking,1.04,9176.08,42,29,2,28,2
CLT-02580,+33 693 181114,Checking,0.0,10886.33,39,9,1,1,0
CLT-02581,+33 667 855835,Premium Account,21.81,54089.98,40,7,3,3,1
CLT-02582,+33 664 871509,Savings Plus,5.82,42351.27,66,42,0,55,1
CLT-02583,+33 662 110748,Savings Plus,4.7,37048.31,23,26,1,7,1
CLT-02584,+33 694 199798,Premium Account,21.78,57739.27,79,36,1,52,3
CLT-02585,+33 637 665418,Checking,0.0,4730.12,31,34,2,10,4
CLT-02586,+33 679 169426,Checking,0.0,7775.54,11,45,0,7,0
CLT-02587,+33 672 858935,Premium Account,16.43,50366.11,69,6,3,34,1
CLT-02588,+33 649 947386,Checking,0.0,14606.2,31,12,0,5,1
CLT-02589,+33 614 424884,Checking,0.0,14189.67,34,18,1,37,0
CLT-02590,+33 629 782338,Savings Plus,5.49,20682.84,22,48,3,20,1
CLT-02591,+33 679 927893,Private Banking,44.38,191739.35,56,21,0,26,2
CLT-02592,+33 683 327058,Savings Plus,4.48,46262.36,47,11,3,9,1
CLT-02593,+33 690 395518,Checking,0.58,651.56,29,59,0,36,3
CLT-02594,+33 619 345538,Premium Account,17.33,112592.85,52,13,0,18,0
CLT-02595,+33 692 416765,Premium Account,16.05,29415.04,68,35,2,14,0
CLT-02596,+33 617 807973,Checking,1.26,8788.84,40,8,1,4,1
CLT-02597,+33 691 233598,Savings Plus,8.84,21191.11,65,25,2,45,1
CLT-02598,+33 632 693533,Savings Plus,5.7,42305.31,53,22,0,7,1
CLT-02599,+33 623 760113,Checking,4.91,11225.09,28,9,3,30,0
CLT-02600,+33 635 891534,Checking,3.83,14230.74,41,14,0,56,0
CLT-02601,+33 672 980032,Checking,4.24,11250.34,37,39,0,1,10
CLT-02602,+33 660 833193,Savings Plus,3.44,17771.72,19,13,2,42,1
CLT-02603,+33 683 273494,Checking,1.05,67959.52,93,22,1,11,1
CLT-02604,+33 683 632992,Checking,0.0,1804.24,10,9,0,48,0
CLT-02605,+33 687 446057,Savings Plus,6.2,9913.77,69,51,0,12,2
CLT-02606,+33 622 574595,Premium Account,21.83,93467.18,57,19,0,7,0
CLT-02607,+33 610 648735,Checking,0.0,14183.28,14,27,2,53,0
CLT-02608,+33 679 269493,Savings Plus,3.19,20852.7,49,26,3,32,0
CLT-02609,+33 670 415199,Premium Account,17.9,110171.24,78,21,1,48,1
CLT-02610,+33 625 815002,Savings Plus,7.38,32031.23,22,23,2,18,4
CLT-02611,+33 656 345017,Private Banking,43.96,357349.2,67,58,0,26,1
CLT-02612,+33 698 244524,Checking,1.88,641.34,25,40,0,228,1
CLT-02613,+33 694 536635,Savings Plus,7.73,12005.0,61,17,1,13,2
CLT-02614,+33 673 286173,Checking,0.0,73792.36,123,48,1,12,0
CLT-02615,+33 692 900939,Checking,3.43,8579.7,43,13,0,58,0
CLT-02616,+33 667 874090,Premium Account,19.38,27529.93,69,16,2,1,0
CLT-02617,+33 610 525183,Premium Account,16.76,31824.69,88,53,0,11,1
CLT-02618,+33 624 353062,Private Banking,49.59,103243.96,20,49,0,15,2
CLT-02619,+33 613 413543,Private Banking,46.71,2508.73,12,15,0,35,2
CLT-02620,+33 677 647062,Checking,0.39,2509.46,31,25,1,38,2
CLT-02621,+33 620 670030,Checking,2.55,71849.25,130,13,2,12,0
CLT-02622,+33 674 774115,Checking,0.0,575.34,27,46,2,12,0
CLT-02623,+33 664 412663,Premium Account,17.53,69646.68,32,43,0,177,3
CLT-02624,+33 624 312624,Savings Plus,7.74,19455.21,44,20,3,14,1
CLT-02625,+33 641 610980,Checking,4.33,12234.99,45,12,2,4,0
CLT-02626,+33 655 620027,Savings Plus,5.17,15029.63,66,52,0,24,3
CLT-02627,+33 656 430396,Premium Account,21.62,59246.29,48,38,1,7,0
CLT-02628,+33 664 533061,Savings Plus,3.92,18089.01,29,20,3,2,2
CLT-02629,+33 671 382301,Checking,3.35,86990.04,141,9,3,24,1
CLT-02630,+33 656 471385,Premium Account,16.83,54986.98,42,32,3,2,2
CLT-02631,+33 697 443067,Savings Plus,6.46,19838.4,38,6,0,14,1
CLT-02632,+33 695 215808,Premium Account,17.2,84630.02,85,6,0,22,1
CLT-02633,+33 625 541216,Savings Plus,3.98,41305.12,25,51,0,29,1
CLT-02634,+33 647 561785,Premium Account,22.42,58478.91,77,11,0,26,1
CLT-02635,+33 697 133450,Checking,0.0,72257.13,115,34,0,25,0
CLT-02636,+33 671 878991,Checking,2.89,14765.51,24,6,0,15,6
CLT-02637,+33 690 953627,Savings Plus,3.67,40200.86,55,57,1,6,2
CLT-02638,+33 667 919321,Checking,3.45,2680.19,42,8,1,36,0
CLT-02639,+33 695 524189,Premium Account,16.22,51340.43,35,43,0,2,0
CLT-02640,+33 647 976222,Checking,3.44,14110.86,26,43,3,26,2
CLT-02641,+33 674 931752,Checking,3.18,6518.63,16,52,2,49,1
CLT-02642,+33 666 623996,Savings Plus,6.02,14430.46,19,42,0,1,5
CLT-02643,+33 682 945678,Savings Plus,8.37,20655.38,48,13,1,3,0
CLT-02644,+33 617 222706,Savings Plus,3.27,30673.45,54,46,2,35,6
CLT-02645,+33 679 272498,Private Banking,43.1,357792.74,39,28,1,18,0
CLT-02646,+33 639 155207,Private Banking,47.82,8087.24,14,51,1,11,5
CLT-02647,+33 668 397819,Checking,4.66,13593.44,30,52,1,75,0
CLT-02648,+33 698 127353,Private Banking,44.57,240566.35,67,16,2,3,0
CLT-02649,+33 653 570181,Private Banking,43.62,429240.21,32,24,2,16,0
CLT-02650,+33 696 487487,Savings Plus,4.23,37239.44,39,30,1,53,0
CLT-02651,+33 667 230772,Savings Plus,3.82,40587.4,16,9,0,22,0
CLT-02652,+33 658 165753,Private Banking,46.6,184861.94,78,9,0,11,1
CLT-02653,+33 670 941402,Premium Account,20.72,106178.99,73,31,0,9,0
CLT-02654,+33 620 911589,Savings Plus,5.76,22660.51,45,25,0,38,0
CLT-02655,+33 675 412694,Premium Account,19.05,96048.43,86,53,3,22,2
CLT-02656,+33 623 392310,Premium Account,20.65,75241.92,52,45,0,74,0
CLT-02657,+33 654 779136,Checking,0.31,5862.81,11,17,0,3,1
CLT-02658,+33 665 651972,Premium Account,16.54,31808.83,45,5,0,12,0
CLT-02659,+33 628 415075,Savings Plus,4.95,42752.3,36,8,1,2,1
CLT-02660,+33 684 607511,Checking,0.0,77555.93,133,59,2,32,0
CLT-02661,+33 633 295649,Private Banking,47.69,3652.57,14,48,0,44,0
CLT-02662,+33 684 230983,Checking,0.18,14175.15,16,10,0,10,0
CLT-02663,+33 656 478971,Checking,3.21,31721.3,76,21,0,28,2
CLT-02664,+33 610 187766,Premium Account,16.27,47562.73,25,58,0,61,3
CLT-02665,+33 660 417529,Premium Account,16.8,107588.14,53,55,1,78,1
CLT-02666,+33 656 382123,Premium Account,17.36,88457.47,46,53,0,8,0
CLT-02667,+33 698 611383,Checking,0.0,8156.0,32,55,0,21,0
CLT-02668,+33 623 337380,Checking,3.04,1424.49,11,26,2,8,2
CLT-02669,+33 657 500100,Premium Account,17.31,99125.97,42,42,0,7,0
CLT-02670,+33 632 150434,Checking,2.27,688.31,19,25,0,17,5
CLT-02671,+33 659 325830,Checking,0.14,56345.09,81,26,0,7,0
CLT-02672,+33 626 235868,Checking,0.0,3925.23,41,51,1,21,1
CLT-02673,+33 644 219226,Premium Account,17.13,107779.56,70,11,1,13,1
CLT-02674,+33 644 583206,Checking,3.99,8320.11,16,29,3,8,0
CLT-02675,+33 654 630118,Premium Account,21.91,89445.87,79,47,0,34,0
CLT-02676,+33 679 810594,Savings Plus,6.32,49394.96,69,30,0,25,2
CLT-02677,+33 687 219203,Private Banking,44.67,491729.53,61,42,0,32,0
CLT-02678,+33 665 661546,Savings Plus,3.19,23736.62,58,13,1,14,7
CLT-02679,+33 686 872095,Premium Account,16.26,71685.99,56,33,1,63,0
CLT-02680,+33 620 553647,Savings Plus,5.53,31818.92,51,26,1,22,1
CLT-02681,+33 678 779528,Checking,0.99,11723.23,10,47,0,5,2
CLT-02682,+33 621 738964,Premium Account,20.9,119024.33,55,51,0,8,2
CLT-02683,+33 656 422483,Checking,4.65,4202.69,29,37,1,6,1
CLT-02684,+33 637 946847,Checking,0.69,6736.47,18,51,0,104,0
CLT-02685,+33 648 547836,Checking,0.0,13181.94,20,45,3,51,0
CLT-02686,+33 673 984701,Premium Account,16.93,95367.88,41,6,0,12,2
CLT-02687,+33 612 633458,Private Banking,47.52,4558.96,12,23,0,27,0
CLT-02688,+33 670 790624,Premium Account,20.52,102834.62,69,9,0,59,4
CLT-02689,+33 633 459389,Premium Account,16.58,99364.77,39,54,0,20,0
CLT-02690,+33 675 508104,Premium Account,16.85,31830.31,31,20,0,18,0
CLT-02691,+33 679 434708,Checking,2.31,1206.12,19,42,0,47,0
CLT-02692,+33 683 454265,Private Banking,43.3,9835.02,11,19,1,15,1
CLT-02693,+33 681 959866,Checking,3.6,4420.93,37,9,0,69,3
CLT-02694,+33 646 106837,Premium Account,21.45,107228.59,84,9,1,21,3
CLT-02695,+33 698 883819,Private Banking,48.94,7816.4,11,31,2,2,4
CLT-02696,+33 690 977207,Premium Account,18.59,118392.82,45,41,0,53,3
CLT-02697,+33 688 901458,Checking,1.79,7777.37,32,7,0,20,1
CLT-02698,+33 623 604178,Savings Plus,3.76,23298.59,57,43,0,11,0
CLT-02699,+33 647 126934,Checking,2.83,80834.92,141,43,3,18,0
CLT-02700,+33 612 414928,Premium Account,18.92,72381.23,59,39,1,59,0
CLT-02701,+33 676 422337,Premium Account,22.79,50487.82,77,11,3,18,3
CLT-02702,+33 666 353255,Premium Account,16.22,21610.28,57,41,1,14,6
CLT-02703,+33 621 907799,Savings Plus,9.22,46159.99,45,37,0,36,0
CLT-02704,+33 665 191988,Checking,4.98,6619.06,20,38,0,52,1
CLT-02705,+33 680 387698,Checking,0.38,12139.69,19,11,1,5,4
CLT-02706,+33 616 392184,Checking,4.78,12112.61,39,55,1,20,0
CLT-02707,+33 618 823296,Checking,2.07,7390.09,28,16,0,3,4
CLT-02708,+33 620 177946,Premium Account,17.84,85945.51,67,35,0,3,3
CLT-02709,+33 633 527659,Savings Plus,3.31,47783.58,37,12,1,8,0
CLT-02710,+33 620 348520,Checking,4.4,6866.67,28,27,1,24,0
